ting	听	51804
gong si	公司	51609
cheng	成	50790
ge	各	50707
shi	事	50664
hao	号	50497
ren min	人民	49476
zhi	至	49463
jiao	叫	49150
she hui	社会	49116
liang	两	48675
zhi dao	知道	48413
dang	当	48316
san	三	48144
ben	本	47765
wu	无	47735
ci	此	47507
men	们	46639
jia	家	46424
zhe zhong	这种	46312
zhang	长	45585
shi	市	45427
men	门	45067
qi lai	起来	45027
di qu	地区	44803
ru guo	如果	43427
kai shi	开始	43161
zheng	正	42736
ji shu	技术	42623
tong	同	42526
zhong yao	重要	42502
chi	吃	41645
mei guo	美国	40841
tian	天	40717
cheng wei	成为	40702
yin wei	因为	40399
bi	比	39954
mi	米	39763
wai	外	39704
tong guo	通过	39680
yan jiu	研究	39641
wen hua	文化	39450
qi ye	企业	39412
ji	即	39243
fen	分	39224
bei jing	北京	39029
li shi	历史	38998
shi jie	世界	38915
wen	问	38812
hua	话	38749
qi zhong	其中	38673
xian zai	现在	38641
tian an men	天安门	38488
bu neng	不能	38408
da	打	38311
yi xie	一些	37875
lao	老	37824
shi jian	时间	37671
zi	自	37517
fu	副	37473
sheng chan	生产	37230
qing kuang	情况	37156
dai biao	代表	37093
jue ding	决定	37085
hu bei	湖北	36951
gen	跟	36658
xiao	笑	36503
ze	则	36395
guan xi	关系	36332
xiang	像	36071
ling dao	领导	35918
sheng huo	生活	35704
shi hou	时候	35672
yi zhong	一种	35484
ke neng	可能	35323
chu lai	出来	35101
xue sheng	学生	34828
yi ji	以及	34827
shi shou	石首	34794
jiao	较	34438
yi ban	一般	34302
tong shi	同时	34227
ren wei	认为	34181
you yu	由于	34155
guo	国	33946
si	死	33931
sheng	省	33895
zhu	住	33508
suo yi	所以	33267
wan	万	33261
bu tong	不同	33252
zhe li	这里	33224
xue yuan	学院	33100
yin	因	33029
ceng	曾	32940
liang ge	两个	32759
yuan	元	32634
ne	呢	32392
zuo wei	作为	32328
shou	手	32214
hui yi	会议	32098
da	达	31975
tou	头	31887
dan shi	但是	31749
zuo	作	31705
gai	该	31661
nv	女	31631
kai	开	31574
lu	路	31264
bu fen	部分	31256
yue	约	31161
huo dong	活动	31150
xu yao	需要	31042
zen me	怎么	30939
jun	军	30781
guan li	管理	30771
fang mian	方面	30513
shi chang	市场	30473
zu zhi	组织	30467
gong ye	工业	30301
jian she	建设	29855
cheng	称	29735
ming	名	29712
er	二	29576
mei	每	29478
shu	属	29435
xing cheng	形成	29258
shui	谁	29245
shou	受	29193
qi ta	其他	29144
dai	带	29121
jin	进	29048
chu xian	出现	29008
xu duo	许多	28972
xian	先	28923
ying	应	28899
ba	吧	28887
xian	县	28656
ri ben	日本	28639
zhi jian	之间	28638
yi ding	一定	28623
xin	心	28559
ju you	具有	28546
zhan	占	28449
cheng shi	城市	28387
ren min dai biao da hui	人民代表大会	28326
yi shang	以上	28257
chu	处	28254
qu	区	28237
tai	太	28177
zheng zhi	政治	28140
ren men	人们	28112
wei yuan hui	委员会	28101
fa xian	发现	28095
dian	点	27935
ji zhe	记者	27895
guo ji	国际	27840
gui ding	规定	27803
ji guan	机关	27730
shui	水	27515
wu han	武汉	27502
nan	南	27495
sui ran	虽然	27462
gen ju	根据	27410
fa lv	法律	27401
ying xiang	影响	27323
bao kuo	包括	27219
fa sheng	发生	27219
shi yong	使用	27200
zhang	张	27130
zhong xin	中心	27125
jiao yu	教育	27116
yao qiu	要求	27097
jin	今	27062
jian	间	26744
zong	总	26690
hui	回	26676
shan	山	26638
qing	请	26620
zhe	者	26618
zheng fu	政府	26540
dang	党	26484
duan	段	26475
fa	法	26437
lian	连	26385
yin ci	因此	26361
ren kou	人口	26303
zhan	站	26248
jian li	建立	26162
di	第	26155
gong	共	26024
can jia	参加	25834
chan pin	产品	25803
wu han shi	武汉市	25783
er qie	而且	25619
ling	另	25615
sheng	生	25552
yi yang	一样	25541
mian ji	面积	25412
ge zhong	各种	25104
quan	全	25083
ti chu	提出	25054
xing	行	25042
wo guo	我国	25026
zuo yong	作用	24985
huang di	皇帝	24953
dao	倒	24890
kuai	快	24866
bi xu	必须	24765
xing zheng	行政	24738
pai	派	24730
a	啊	24682
bian ji	编辑	24547
zhi ye	职业	24423
zhi du	制度	24350
yi hou	以后	24202
ni men	你们	24202
xiang	相	24095
ma	吗	24042
shuo dao	说道	23955
shi ji	世纪	23878
wei le	为了	23848
ying gai	应该	23841
zhi yi	之一	23825
jing	经	23813
an	按	23774
zhi hou	之后	23628
zhu xi	主席	23605
zhao	找	23602
kou	口	23514
jun	均	23511
xi tong	系统	23315
you guan	有关	23282
zu cheng	组成	23281
zhong	种	23242
min zu	民族	23226
ji ben	基本	23175
zeng zhang	增长	23160
zi	字	23063
zi ran	自然	22938
ru	入	22870
da xue	大学	22662
zhen	真	22620
na	拿	22584
cheng	城	22580
ma	马	22541
ru he	如何	22487
zheng ti	政体	22481
ge ji	各级	22451
gan	干	22419
ren yuan	人员	22418
ji hua	计划	22406
wang	王	22298
bu hui	不会	22084
chan sheng	产生	22062
shi qi	时期	21978
ju	据	21964
zui hou	最后	21903
yi ci	一次	21783
biao shi	表示	21771
ji gou	机构	21738
dang shi	当时	21722
da jia	大家	21702
te bie	特别	21636
si	四	21603
zi	子	21602
gai ge	改革	21522
shu	书	21494
chang jiang	长江	21422
na me	那么	21414
zhe me	这么	21373
dong xi	东西	21362
neng li	能力	21359
hu bei sheng	湖北省	21352
ge ming	革命	21339
reng	仍	21079
yi zhi	一直	21044
ji chu	基础	20947
nan	难	20941
hai you	还有	20921
de dao	得到	20895
jin ru	进入	20863
yun dong	运动	20862
mu qian	目前	20818
xi	西	20737
dong	东	20686
shao	少	20545
dui yu	对于	20436
guo cheng	过程	20428
fang fa	方法	20421
ci	次	20310
xie	些	20278
ju xing	举行	20257
qian	钱	20224
bei	北	20211
qun zhong	群众	20199
qi	气	20173
di yi	第一	20059
jin	近	19869
sha	杀	19863
dan wei	单位	19840
qing	清	19826
ru ci	如此	19824
xue	学	19784
hai zi	孩子	19764
suo you	所有	19763
zi yuan	资源	19751
guo qu	过去	19741
bu guo	不过	19659
qiang	强	19625
tiao jian	条件	19566
xie	写	19265
xue xiao	学校	19261
ji	既	19256
ruo	若	19238
wang	往	19209
tai	台	19197
yuan	原	19154
ti gao	提高	19105
gong cheng	工程	19090
fa	发	19057
ren	任	19047
huan jing	环境	19024
mei	美	19022
wei	未	19015
ti gong	提供	19011
fang shi	方式	19009
bai ke	百科	18930
bao gao	报告	18916
yang	杨	18841
huo zhe	或者	18823
xia lai	下来	18808
bing	兵	18756
jun shi	军事	18731
bu men	部门	18721
fen bie	分别	18714
shi fen	十分	18591
shang hai	上海	18533
wan cheng	完成	18520
yi qie	一切	18515
na xie	那些	18514
fei	非	18466
chu	除	18464
zui da	最大	18445
bian	边	18427
wei	位	18382
ran hou	然后	18377
nong ye	农业	18370
jing guo	经过	18353
zhuan ye	专业	18349
zhun bei	准备	18332
zeng jia	增加	18327
yu	鱼	18322
huo de	获得	18251
lv you	旅游	18247
ming	明	18242
she	设	18154
yi sheng	一声	18126
jue de	觉得	18101
yi qi	一起	18079
li lun	理论	18076
jin tian	今天	18061
fei chang	非常	18059
zhong yang	中央	18054
zhou	州	18051
zhi	直	18025
bi jiao	比较	18005
ding	定	17973
biao xian	表现	17956
yue	越	17953
shen	身	17868
jia zhi	价值	17854
guo wu yuan	国务院	17844
zhong	重	17787
sheng	声	17782
ke ji	科技	17757
wu	五	17727
wan quan	完全	17684
yi yuan	亿元	17654
you xie	有些	17636
cun zai	存在	17630
di	低	17545
da dao	达到	17508
nei rong	内容	17504
zuo	坐	17481
er	儿	17440
shi xing	实行	17428
si xiang	思想	17413
shi qing	事情	17375
ji	极	17330
shi xian	实现	17315
shen zhi	甚至	17245
ren min zheng fu	人民政府	17232
ren wu	任务	17216
xuan ju	选举	17210
xing shi	形式	17188
fang	放	17157
yuan lai	原来	17070
jin	金	17059
you ren	有人	16983
tu ran	突然	16973
bu duan	不断	16943
zan men	咱们	16914
bian hua	变化	16901
hong	红	16879
xin zhong	心中	16868
zhi jie	直接	16868
chao	朝	16845
ai	爱	16837
zhi	知	16828
zhu	主	16792
zhan zheng	战争	16775
ke shi	可是	16771
bu zhi	不知	16755
zheng ce	政策	16739
bu yao	不要	16733
nin	您	16677
zi ben	资本	16672
ji xu	继续	16624
nian dai	年代	16589
qi jian	期间	16586
wei yu	位于	16583
bao	报	16575
ren he	任何	16562
quan li	权力	16501
na ge	那个	16466
lei	类	16450
zhi xing	执行	16414
xian sheng	先生	16375
jie jue	解决	16373
zao	早	16329
jian zhu	建筑	16292
neng gou	能够	16275
zi zhi qu	自治区	16232
sui	虽	16226
mian	面	16225
cheng wei	称为	16214
jie gou	结构	16070
yi dian	一点	16030
bie	别	15993
cheng li	成立	15933
chu	初	15925
ying guo	英国	15899
she hui zhu yi	社会主义	15838
tong yi	统一	15827
xian jin	先进	15805
jie guo	结果	15801
tou zi	投资	15779
hou lai	后来	15766
yi xia	一下	15757
shui ping	水平	15707
bao hu	保护	15701
zhu ren	主任	15677
xing	性	15670
guan yu	关于	15574
xing	型	15560
fu ze	负责	15555
zhi ding	制定	15461
yi shu	艺术	15420
jiang	讲	15376
bu	部	15367
li yong	利用	15344
song	送	15321
yu shi	于是	15318
yuan	远	15303
fan	反	15277
xue xi	学习	15257
he zuo	合作	15252
ke xue	科学	15232
kan dao	看到	15177
zhi	指	15136
xiang	乡	15105
xiang mu	项目	15002
bu gan	不敢	14947
xiang yang	襄阳	14933
fang	方	14899
ji ge	几个	14863
na li	那里	14861
shen	甚	14842
gong li	公里	14805
wan	完	14759
chang	常	14759
fu wu	服务	14752
yi	意	14706
dui	队	14691
jing shen	精神	14667
juan	涓	14664
ren da	人大	14661
shi	式	14641
quan sheng	全省	14593
dang ran	当然	14559
zuo	左	14511
la	拉	14504
ge ren	个人	14422
chao guo	超过	14408
hua	花	14383
dian	电	14373
zhong dian	重点	14365
hen duo	很多	14357
yuan yin	原因	14352
ji qi	及其	14330
gong min	公民	14300
ben	锛	14264
xi wang	希望	14255
tiao	条	14240
xin wen	新闻	14216
jian	剑	14206
shen	神	14202
dong	动	14156
she ji	设计	14116
hu	湖	14107
xiang guan	相关	14104
guo nei	国内	14089
fen bu	分布	14072
zui gao	最高	14066
bu dui	部队	14032
he	河	14003
ta men	它们	13986
ji tuan	集团	13917
bai	白	13881
xin xi	信息	13869
guan	官	13803
shi	师	13799
jin	仅	13798
cai yong	采用	13798
zhong da	重大	13798
jiao	教	13774
na	哪	13736
hui lai	回来	13725
bian	变	13717
tu	图	13707
fan wei	范围	13694
ping	平	13693
yin qi	引起	13664
shi ji	实际	13591
qi shi	其实	13523
bu jin	不仅	13461
qu de	取得	13446
feng fu	丰富	13429
nong min	农民	13428
zheng ge	整个	13398
wei zhu	为主	13361
liao jie	了解	13324
jia ge	价格	13310
fu	府	13308
re	热	13303
zhi	制	13297
wang	望	13292
sui	岁	13262
shen me	甚么	13260
di wei	地位	13195
ren	紝	13185
zhe shi	这时	13159
zhuan	转	13152
jian	建	13136
ming	命	13131
lao dong	劳动	13125
an zhao	按照	13078
jia	加	13056
kong zhi	控制	13056
mu biao	目标	13044
ji di	基地	12992
nong cun	农村	12989
chuan tong	传统	12952
guan	管	12951
chang	场	12940
shou dao	受到	12932
pao	跑	12917
quan bu	全部	12899
fa guo	法国	12857
chuan	穿	12854
zhong	众	12848
bi sai	比赛	12828
me	么	12812
jun dui	军队	12807
hei	黑	12783
tu di	土地	12720
gui mo	规模	12719
pa	怕	12689
jing zhou	荆州	12686
feng	风	12669
yan jing	眼睛	12663
xin	信	12661
zuo you	左右	12639
xuan ze	选择	12629
pi zhun	批准	12626
zhi	置	12612
ji	急	12591
shen shang	身上	12587
zhuan jia	专家	12554
fen xi	分析	12545
tong zhi	统治	12544
jia qiang	加强	12539
bu dao	不到	12530
shi	石	12524
tie lu	铁路	12522
huang	黄	12518
zhen	镇	12489
bai du	百度	12457
mei nian	每年	12432
qu	取	12408
gao su	告诉	12395
zhi chi	支持	12367
jiao tong	交通	12344
guang	光	12329
ming bai	明白	12307
jing	竟	12307
chu li	处理	12267
ben ji	本级	12236
zuo zhan	作战	12235
shi dai	时代	12221
li	力	12196
huang shang	皇上	12195
shi shi	实施	12123
shu	数	12096
zhi yao	只要	12080
yue	曰	12080
qin	亲	12075
chuan	传	12068
shen	深	12047
cheng gong	成功	12038
ban fa	办法	12033
sui zhe	随着	12011
zhi zhong	之中	11992
jin yi bu	进一步	11982
xin li	心里	11963
lian	脸	11957
zhong yu	终于	11930
da liang	大量	11922
mai	买	11915
ren wu	人物	11905
jie	接	11899
gong tong	共同	11894
quan guo ren min dai biao da hui	全国人民代表大会	11888
cha	茶	11879
xia qu	下去	11853
qie	且	11848
duo shao	多少	11834
lai shuo	来说	11827
yan zhong	严重	11820
ci tiao	词条	11815
jie shou	接受	11786
shou ru	收入	11772
yi lai	以来	11771
cheng bang	城邦	11702
sheng yin	声音	11701
yi jian	意见	11689
ban	办	11672
guo lai	过来	11620
bao chi	保持	11612
jin ri	今日	11608
dai	待	11603
wen	文	11603
yi tiao	一条	11600
fa yan ren	发言人	11589
ling wai	另外	11587
ti	提	11569
jian chi	坚持	11560
gong ren	工人	11553
xi	系	11538
qi che	汽车	11535
er shi	而是	11526
liang	量	11522
di ren	敌人	11514
shang pin	商品	11497
mang	忙	11491
shuo hua	说话	11482
gai bian	改变	11477
jin	尽	11449
xian hou	先后	11447
li liang	力量	11394
he	喝	11376
shi ye	事业	11345
kai fa	开发	11341
kan jian	看见	11341
zhan lve	战略	11331
biao zhun	标准	11330
shi fou	是否	11312
zhong hua ren min gong he guo	中华人民共和国	11304
jun	郡	11303
che	车	11299
chu qu	出去	11293
jin nian	今年	11270
bao dao	报道	11265
cheng du	程度	11263
guo min dang	国民党	11259
ping jun	平均	11239
xiao xi	消息	11233
hai shi	还是	11228
an quan	安全	11227
du li	独立	11211
la	啦	11193
gang	刚	11182
zhu yi	注意	11176
ji hui	机会	11175
wei xiao bao	韦小宝	11161
ji	级	11150
bei	背	11150
fu qin	父亲	11142
ci wai	此外	11126
zhe ci	这次	11126
jing yan	经验	11093
cai qu	采取	11080
xi huan	喜欢	11071
gen ben	根本	11067
ling yu	领域	11057
ju ti	具体	11055
lian xi	联系	11053
ji hu	几乎	11038
li	离	11018
gu	故	11007
gan bu	干部	10996
yin du	印度	10978
yan	言	10967
ru jin	如今	10959
da hui	大会	10955
hai	海	10950
bu ke	不可	10947
ti	体	10943
zuo	座	10934
jiu	酒	10924
xiong di	兄弟	10914
tong	通	10895
de guo	德国	10868
man	满	10867
ya	呀	10841
jie duan	阶段	10834
li	李	10825
ling	令	10824
fei	飞	10822
wei shen me	为什么	10820
gan dao	感到	10820
liu	流	10817
wu fa	无法	10815
xian fa	宪法	10811
de	德	10806
si hu	似乎	10800
yuan ze	原则	10797
zhen zheng	真正	10796
fa gui	法规	10795
dou zheng	斗争	10783
zu	足	10734
qiao	瞧	10713
ren lei	人类	10710
he	合	10697
you	右	10695
mu di	目的	10683
zao cheng	造成	10669
ba	罢	10665
yi wei	一位	10623
fan dui	反对	10599
er zi	儿子	10597
xiang tong	相同	10597
yi	亦	10573
yi qian	以前	10573
zhu ming	著名	10572
zhong ren	众人	10557
jian yi	建议	10555
xun su	迅速	10550
quan mian	全面	10548
zheng shi	正是	10532
ming xian	明显	10520
gai	改	10508
jiu shi	就是	10505
dao	刀	10491
ou zhou	欧洲	10474
po	破	10468
zuo pin	作品	10465
shou xian	首先	10465
ji zhong	集中	10447
zheng shi	正式	10425
peng you	朋友	10411
long	龙	10408
xu	需	10392
di er	第二	10350
zhao kai	召开	10341
cai liao	材料	10340
bang zhu	帮助	10330
fei ji	飞机	10288
kuan	宽	10276
wei yuan	委员	10265
xing dong	行动	10259
bi	必	10256
bao zheng	保证	10255
xian xiang	现象	10246
bing	病	10245
te dian	特点	10238
sui	随	10225
xian dai	现代	10224
shi ji shang	实际上	10221
zi liao	资料	10208
xu	须	10181
mao ze dong	毛泽东	10178
tong zhi	同志	10176
ju	居	10176
cheng	呈	10158
xing wei	行为	10143
jie shu	结束	10121
zhi xia shi	直辖市	10109
jie shao	介绍	10101
han	汉	10095
zhi jian	只见	10078
sheng li	胜利	10076
ren shi	认识	10073
qun	群	10061
suan	算	10058
zhan	战	10031
yan	眼	10030
ren shu	人数	10023
gu niang	姑娘	10018
ji ji	积极	10008
an	安	10000
jia ting	家庭	9993
kao	靠	9991
zhi qian	之前	9990
geng jia	更加	9986
hui da	回答	9983
cang	藏	9980
wu qi	武器	9972
na yang	那样	9972
ying yong	应用	9954
shi zhang	市长	9938
lai dao	来到	9935
luo	落	9931
she li	设立	9928
xiang	项	9920
chan ye	产业	9909
gong lu	公路	9900
shou	首	9898
ren cai	人才	9893
yi yi	意义	9878
zhang	掌	9861
tai wan	台湾	9826
jie	街	9823
rong yi	容易	9818
chang qi	长期	9804
tie	铁	9793
yi ju	一句	9785
wu	物	9755
da dao	大道	9748
kuo da	扩大	9725
guan yuan	官员	9722
tiao zheng	调整	9721
kao lv	考虑	9715
lin	林	9711
lian he	联合	9697
bing qie	并且	9690
tu	土	9687
zi you	自由	9685
cai	菜	9669
xian	现	9665
lv	率	9663
reng ran	仍然	9648
yong you	拥有	9645
huo	火	9639
min zhu	民主	9634
zhuan men	专门	9632
qiao	桥	9618
fu jin	附近	9618
gu	股	9611
xiang	象	9591
yi tian	一天	9585
shi fu	师父	9583
gu	古	9578
jie he	结合	9576
tiao	跳	9576
qing chu	清楚	9563
shuo ming	说明	9558
mou	某	9555
wen ding	稳定	9550
gu dai	古代	9549
jing	惊	9525
gao	搞	9522
san ge	三个	9516
yao	药	9510
chong	冲	9508
shuang	双	9500
liu	六	9497
ci shi	此时	9484
qing	情	9464
wu zhi	物质	9454
dian hua	电话	9454
wang luo	网络	9451
li yi	利益	9450
ran er	然而	9449
hen da	很大	9447
e	鄂	9446
diao	掉	9442
bu shao	不少	9438
zhong xue	中学	9436
li	立	9431
kai fang	开放	9429
diao cha	调查	9429
luan	乱	9425
zhou	周	9422
ji	几	9415
ren jia	人家	9408
cheng	承	9402
cun	村	9391
chong xin	重新	9389
guang fan	广泛	9365
fen wei	分为	9346
zhi shi	知识	9340
bie ren	别人	9338
zong he	综合	9336
chu kou	出口	9321
shou	收	9319
dong wu	动物	9313
su du	速度	9300
ban	半	9280
zong li	总理	9279
lian shang	脸上	9266
yong yu	用于	9258
she bei	设备	9252
nv ren	女人	9251
gu dong	股东	9250
zuo chu	作出	9244
zhan kai	展开	9237
cuo shi	措施	9237
tong chang	通常	9235
dian zi	电子	9227
fang xiang	方向	9224
dao dan	导弹	9221
xiao shi	小时	9215
gong	供	9207
ping min	平民	9206
hang ye	行业	9197
te se	特色	9157
huo bi	货币	9157
wan shan	完善	9149
di li	地理	9128
gong neng	功能	9116
xiang gang	香港	9103
ju da	巨大	9091
fa biao	发表	9085
xing zhi	性质	9073
mu qin	母亲	9064
zhi liang	质量	9063
jiu	九	9056
ming ling	命令	9056
huo	活	9053
he ping	和平	9051
jian du	监督	9018
yi nian	一年	9015
gan	敢	9013
shen ti	身体	9010
yu	余	9007
huo	获	8975
jian	兼	8970
shi	十	8969
te	特	8938
mian qian	面前	8935
wu gong	武功	8925
wei zhi	位置	8924
ti xi	体系	8913
yue lai yue	越来越	8903
zhu jian	逐渐	8887
zhi chu	指出	8880
an pai	安排	8867
quan li	权利	8860
xun lian	训练	8860
chuan	船	8848
kao shi	考试	8844
zhi hui	指挥	8832
que shi	却是	8823
ding	顶	8823
zhi dao	指导	8820
fa bu	发布	8810
chu le	除了	8810
cong er	从而	8798
duan	断	8796
gan jue	感觉	8789
shi	似	8785
nu li	努力	8778
mao	毛	8773
ji chang	机场	8760
ye wu	业务	8755
zhi wu	植物	8753
tong yang	同样	8751
diao	调	8745
zhuang tai	状态	8730
wu	吴	8726
er ren	二人	8719
xing	形	8711
xian	线	8700
yin hang	银行	8695
hu	忽	8694
shu ji	书记	8692
zhi liao	治疗	8689
qi	七	8685
yi zhen	一阵	8681
suo wei	所谓	8665
zhe wei	这位	8664
fan ying	反应	8659
yu yan	语言	8654
jiu	久	8651
hu ran	忽然	8651
shi	史	8642
dang nian	当年	8638
yi xia	以下	8613
zhao dao	找到	8608
qing nian	青年	8607
xuan bu	宣布	8605
hui fu	恢复	8600
li kai	离开	8600
kun nan	困难	8599
xia	辖	8588
ying	英	8577
shi jian	事件	8575
mai	卖	8575
na li	哪里	8568
xue	血	8563
hua	画	8554
qing	轻	8554
shi zai	实在	8552
jian dao	见到	8512
zhuang bei	装备	8510
mou xie	某些	8508
jie	皆	8500
zhi	治	8487
qi ta	其它	8485
wen dao	问道	8469
quan	权	8467
ku	哭	8462
wan yuan	万元	8460
kong	空	8453
jian cha yuan	检察院	8452
ji	记	8442
ping yuan	平原	8439
jing ying	经营	8437
duo nian	多年	8431
wang wang	往往	8423
su lian	苏联	8423
nan	男	8412
guang chang	广场	8401
ba	八	8399
jie shi	解释	8398
yin su	因素	8397
dui wu	队伍	8397
jiao shou	教授	8396
xi	喜	8351
lun	论	8349
yi yuan	医院	8347
shang	伤	8332
jia	架	8320
gui	归	8260
zen yang	怎样	8254
nan ren	男人	8251
shuang fang	双方	8248
tui	退	8238
jian shao	减少	8233
kao sheng	考生	8231
dang di	当地	8229
you	游	8229
shi	实	8213
duo zhong	多种	8210
cha	差	8209
jing chang	经常	8208
ge di	各地	8207
xing	姓	8193
sheng wu	生物	8191
ping fang qian mi	平方千米	8184
nan jing	南京	8179
hai jun	海军	8179
wai jiao bu	外交部	8174
zhen shi	真是	8169
zhu	朱	8168
wang	网	8158
xin xiang	心想	8153
wai guo	外国	8152
cai chan	财产	8150
pi	皮	8130
quan shi	全市	8123
ci	刺	8116
shui	睡	8115
ben lai	本来	8104
liang zhong	两种	8096
you xiao	有效	8092
you qi	尤其	8074
xuan	选	8071
yi bian	一边	8050
yong hu	用户	8038
ke	科	8032
fang an	方案	8031
jin gong	进攻	8024
chang wei hui	常委会	8011
ji xie	机械	8008
guan	关	7998
hua	化	7997
bang	浜	7996
can yu	参与	7989
chong fen	充分	7980
ma	骂	7975
cong shi	从事	7962
jin guan	尽管	7942
te shu	特殊	7938
you cheng	又称	7930
di	底	7927
yi kuai	一块	7922
shou duan	手段	7911
sheng ming	生命	7905
mo	銆	7901
bian shi	便是	7896
ti yu	体育	7894
yuan	院	7873
han	含	7865
ju min	居民	7862
dong	洞	7858
tian an men guang chang	天安门广场	7853
sheng zhang	生长	7853
nei bu	内部	7850
ji	机	7850
li ji	立即	7850
jian dan	简单	7848
yi pian	一片	7843
quan guo ren da chang wei hui	全国人大常委会	7842
shu liang	数量	7839
you shi	有时	7827
kai zhan	开展	7819
se	色	7817
a	阿	7814
zhuang	装	7813
wen xue	文学	7797
li	理	7797
jin lai	进来	7783
jue yi	决议	7778
xian shi	显示	7776
shu yu	属于	7775
zhu	驻	7749
ye xu	也许	7747
chan	产	7738
zhong guo gong chan dang	中国共产党	7731
qi hou	气候	7731
yi zhi	一只	7711
pu	铺	7707
lai zi	来自	7696
ling	领	7695
hai yao	还要	7684
xiang xin	相信	7683
que ding	确定	7671
tou ru	投入	7668
yi mian	一面	7664
pu tong	普通	7659
kan zhe	看着	7657
kuai	块	7637
gong yuan	公元	7636
zen	怎	7623
qu nian	去年	7616
wen zhang	文章	7614
feng	封	7606
shou zhong	手中	7606
xin li	心理	7599
tan	谈	7595
zhu	诸	7594
jue	觉	7587
tuan	团	7585
nv er	女儿	7582
feng jian	封建	7575
tu pian	图片	7569
chuang zao	创造	7567
rou	肉	7563
qi	期	7560
zong tong	总统	7558
dao	岛	7556
cu jin	促进	7552
da xing	大型	7550
dai lai	带来	7548
dai	代	7543
duan	短	7539
jiu	旧	7531
zui	嘴	7530
gua	挂	7529
liu	留	7523
jiao shi	教师	7516
min	民	7514
jing ran	竟然	7514
jiao da	较大	7511
kan lai	看来	7509
ruo gan	若干	7506
fan ying	反映	7489
mei ge	每个	7489
mei tian	每天	7482
di	敌	7480
shi pin	食品	7480
zuo zai	坐在	7470
wen ming	文明	7451
jing	京	7449
xiang dang	相当	7432
shi	诗	7431
bian cheng	变成	7418
zi jin	资金	7418
fang zai	放在	7411
hao mi	毫米	7410
zhong jian	中间	7409
fu ren	夫人	7400
yuan	愿	7398
mu	墓	7395
xiang dui	相对	7392
shi	世	7382
da lu	大陆	7379
zhi quan	职权	7376
xi fang	西方	7375
bu zai	不再	7370
di yi ci	第一次	7366
ju	举	7362
dian	殿	7362
dao zhi	导致	7353
bang	帮	7348
zhua	抓	7345
huan	换	7336
jian	件	7335
dui fang	对方	7332
ying dang	应当	7328
ren min fa yuan	人民法院	7316
qiu	求	7316
tao lun	讨论	7315
ji shi	即使	7312
jiao	脚	7307
